City,Name,PropertyType,PlaceType,PricePerDay,Pet,Bathroom,Bedroom,Bed,AirConditioning,Dryer,Heating,Iron,Kitchen,Tv,Washer,WiFi
Ternopil,Cozy Room |PRIVATE BATHROOM,Hotel,PrivateRoom,57,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Ventspils,XBnb(30 day minimum),Apartment,EntirePlace,57,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Vienna,Charming studio with City view.,Hotel,PrivateRoom,57,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Albenga (SV),"Great Room & Location, Williamsburg",Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Almería,Williamsburg Suite in shared Apt. Just Re-done!,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Antwerp,"BIG, ORIGINAL PrivateRoom  City, with Mini frigor",Apartment,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Arad,SERENITY ROOM,House,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Banja Luka,"15 minutes to City, City",Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Belgorod,New apartment PrivateRoom in Astoria,GuestHouse,EntirePlace,58,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Blackpool,"Charming Bk Crash Pad, relax & unwind with ease",Hotel,PrivateRoom,58,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cahul,"Cozy, Private Suite by Stella Smoke/Drug free",GuestHouse,EntirePlace,58,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cherkasy,Cozy room not too far from LaGuardia Airport,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cherkasy,Modern Extra Large Super SunCity Private Bedroom,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Chişinău,PHI PALACE †††††,House,PrivateRoom,58,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Corvera,"Pri­vate room in Queens, City",House,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cuneo,"Room, Central Location, Priv. Entry",Hotel,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Debrecen,Hammock Yoga Room,Hotel,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Dnipropetrovsk,Friendly & fun w/ private terrace,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Exeter,Luxury room for long term none smoker guest,House,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Kaunas,BUBU HOUSE 2nd Room| FreePickUp JFK / Laguardia,House,PrivateRoom,58,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Kerkyra Island,Penthouse in Nolita w/ Downtown/Skyline Views,House,PrivateRoom,58,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Kharkiv,"20mins from Union Square:)Bushwick,City,Lline",Hotel,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kiev,PrivateRoom w/ BalcoCity Access in 4bd/2bth Suite,House,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,#6DS Furnished Studio Rentals,Hotel,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,PrivateRoom IN City City; 10032,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mărculeşti,Central  City Beautiful Rooms Room Florence #1,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Milan,"Plant-filled, sunCity Clinton Hill studio",Apartment,EntirePlace,58,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Norwich,Bienvenidos a casa,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Paris,Cozy apartment in City,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pisa,Cozy Room in Townhouse Close to 5 Medical Centers,House,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Prishtina,"Master room in Bay Ridge, BK",House,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Reykjavík,Cozy sunCity City PrivateRoom SUPERHOST,Hotel,PrivateRoom,58,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rivne,Rm#4 PrivateRoom Full Size Bed 1 Guest Only,House,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Rivne,"Private, Cozy & Fully Equipped Room /30 min to City",Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sarajevo,Cute & Cozy Room for Travel Nurses & Med Students,Hotel,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Sarajevo,Bright cozy room |PRIVATE BATHROOM,Hotel,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sibiu,Rm#7 PrivateRoom Full Size Bed 1 Guest Only,House,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Simferopol,Beautiful  room in a Private House in City,House,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Ventspils,Queen Size PrivateRoom - near Yankee Stadium,Hotel,PrivateRoom,58,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ventspils,Modern designed room,Hotel,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Vienna,Private bathroom New apartment in Bushwick 2020,House,PrivateRoom,58,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Volgograd,"Private Bathroom, easy access to City",House,PrivateRoom,58,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Voronezh,2 BR apartment in the heart of City!,Apartment,EntirePlace,58,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Antwerp,Cozy room in great Prospect Heights neighborhood.,Apartment,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Arad,Private apartment Private Bathroom Kichen,GuestHouse,EntirePlace,59,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Belfast,Spacious room w private bathroom near subway,Hotel,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Belgorod,Nice PrivateRoom Beauty in Queens,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Belgorod,Furnished private 1 bed in the East Village,Apartment,EntirePlace,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Birmingham,"PrivateRoom, 15 Minutes to City",House,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Birmingham,Cozy Room in West Harlem City,Hotel,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Budapest,Spend Your Fall in Bed-Stuy,House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Budapest,Oceanhill Luxury Queen size Private Suite/Room,Hotel,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cahul,Cozy Room in City,Hotel,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cardiff,Beautiful PrivateRoom in flushing.,Hotel,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Cardiff,"Clean, Comfortable, Perfect Medical student space",House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Cluj-Napoca,Modern bedroom (Winter),House,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Debrecen,Private bathroom in Jackson heights Queens,House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Debrecen,Scenic City townhouse,House,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dnipropetrovsk,BRIGHT LUXURIOUS  BEDROOM,House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Dnipropetrovsk,New location 1st FL. City City / TV,Hotel,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ivano-Frankivsk,Quiet 2B duplex in Nolita / Soho,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Kaunas,Best Private Studio In East Flatbush City Gem,Apartment,EntirePlace,59,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Kerkyra Island,HUGE ROOM-WASHER DRYER-RENT BY THE CALENDAR MONTH,Hotel,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Kiev,"Spacious room in City, City",Hotel,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kryvyi Rih,"CoZy En-suite bath near F, G trains.",Hotel,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Cozy Twin for the City Win! [Gay/LGBT Friendly],Hotel,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Luhansk,"LGA,TimeSquare,JFK,Queens PrivateBD,BHroom",House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luxembourg,Private bedroom in the heart of Harlem,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Magnitogorsk,Large SunCity Room close to Yankee Stadium and City,House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Magnitogorsk,"Extra Large Room in BK, 3 windows & full size bed",Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Magnitogorsk,"Queen size bed with 4K TV, Cleaning fee included",House,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Mărculeşti,Williamsburg Good New apartment,House,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Milan,The Parachute Loft Bedrm 2,House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Milan,"Spacious room w Private bath Near F,G trains",House,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mostar,Beautiful Bedroom City (LES),Hotel,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Nizhny Novgorod,Private Bedroom on Prospect Park,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Odessa,Private Bedroom in Original Bed-Stuy Apartment,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Odessa,PrivateRoom close to City transportation,House,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Ostend,PrivateRoom in a beautiful neighborhood! CloseJFK,House,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Paris,Economy studio in the best spot - very affordable!,Apartment,EntirePlace,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pescara,New Building Rooms 5 from 1,House,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Pisa,"Studio, Walking To UBS. Private Entry",House,EntirePlace,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pisa,PRIZE DROP*PRIVATE guests Entry*Quiet Room*WIFI/“º,GuestHouse,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pisa,Simple room in Washington Heights,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rimini,TOWN HOME ONE,House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rivne,PrivateRoom next to City college,Hotel,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Rostov-on-Don,*Corona safe* Prime Williamsburg / Bedford Ave Apt,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Rostov-on-Don,"Work Friendly, Private Bathroom and Kitchen",Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Sabetta,Cozy&Quiet&Modern sky life in LIC ä¸ç«™åé“éæ›¼å“é¡¿ä¸­å¼æå®‰å¨åæ®µ,Hotel,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sármellék,New Building Room 6 from 1,House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Sibiu,"Cute, quiet and bright midtown bedroom",Hotel,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Simferopol,Modern bedroom (autumn),House,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Simferopol,Cozy room in a great neighborhood!,Hotel,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sochi,GREAT LOCATION NEAR THE SUBWAY,House,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Souda,Comfort room #6,House,PrivateRoom,59,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Thessaloniki,CONTACT HOST BEFORE BOOKING!PrivateRoom.,Hotel,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Tirana,Queens Astoria Room,Hotel,PrivateRoom,59,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Uzhhorod,Cosy & quiet room in City steps to the subway,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Valletta,"Cute one bedroom apt. in Greenpoint, City.",Hotel,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ventspils,"Lovely Room in Astoria, close to LIC and City",House,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Vienna,Cheerful one bedroom place in a private home,House,PrivateRoom,59,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Zaporizhia,PrivateRoom In Hamilton Heights,Hotel,PrivateRoom,59,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Albenga (SV),One Bedroom in Queens,Apartment,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Albenga (SV),Spacious Cute room in Williamsburg,Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Albenga (SV),"Large sunAlbenga private bedroom, private garden",Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Alicante,Patty home,House,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Alicante,1 Bdrm in Spacious Apartment with Amenities,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Almería,Private Bushwick & Affordable & 20 min from Almería,Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Almería,"Bright Private Space, Central Harlem, Almería",Hotel,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Almería,Comfortable room in Almería,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Almería,Big bedroom in CHINATOWN. Reserve before June 26th,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Almería,Comfortable PrivateRoom Almería,Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Almería,The Almería Cactus Flower  in Flatbush,House,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Antwerp,SunCity Quiet Bedroom Two Express Stops to City,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Antwerp,Cozy Bedroom in Apartment Uptown,Hotel,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Antwerp,Clean&Simple (45 minutes to City) Near JFK,House,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Arad,City Dream Apartment,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Arad,Spacious Room in Williamsburg,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Athens,Cozy 3 BD in the East Village,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Athens,Comfy Bedroom in heart of Chelsea,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bălți,subletting for one week while traveling,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Bălți,Studio in Bensonhurst - Near subway,Apartment,EntirePlace,60,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bălți,SunCity room  with private access to the patio,Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Banja Luka,Superb master bedroom on the Upper West Side,Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Banja Luka,Cozy Clinton Hill Crib On Classon,Apartment,EntirePlace,60,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Barcelona,Sun-lit bedroom in Crown Heights,Apartment,EntirePlace,60,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Barcelona,Smile APT in BK,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Barcelona,Comfy room in City!,Hotel,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Belfast,Sunshine one bedroom condo in Queens,Apartment,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Belgorod,City Cheerful 1 private bedroom,House,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Belgorod,City life by the beach.,Hotel,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Belgorod,Sunlit bright home.,Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bergamo,My Studio,Apartment,EntirePlace,60,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Bergamo,Bright and airy room in a Bronx oasis,House,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bergamo,Lovely Bedroom in  City,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Bergamo,Lovely one bedroom with work space and balcoCity.,Apartment,EntirePlace,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Bergamo,"Home For Medical Professionals - ""Polycythemia""",Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bergamo,A Little Sumptin' on Sumpter,Hotel,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bergamo,Lovely Private Browstone Apt,Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Birmingham,Private bathroom New apartment in Halsey 2020,House,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Birmingham,Private and clean room near Columbia University,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Blackpool,"BIG 2 Bedroom Apt in Washington Heights, City",Apartment,EntirePlace,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Blackpool,Beautiful sunshine PrivateRoom in Queens,Apartment,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Blackpool,"Lovely 3-bedroom near LGA, City Field & City",Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Blackpool,Quiet Front Bedroom in 4BR Park Slope Home,House,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Blackpool,BlissArtsSpace!,Hotel,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Blackpool,Lovely Private Bedroom in Central City,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Blackpool,Lovely SunCity Bedroom near Sunset Park,Hotel,PrivateRoom,60,FALSE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Blackpool,"Lovely 1 bedroom, spacious and neat.",Hotel,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Bucharest,Cozy Greenpoint Getaway,Apartment,EntirePlace,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Bucharest,"Sean's Homestead,the Green Room.",House,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Budapest,Private Bedroom next to City,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Budapest,Modern living in semi-industrial setting,House,PrivateRoom,60,TRUE,0,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cahul,YONKERS CLOSE TO City #5,Hotel,PrivateRoom,60,FALSE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Cahul,"Beautiful, bright and friendly",Hotel,PrivateRoom,60,TRUE,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
