Xid,Name,Town,State,County,Suburb,Country,Postcode,Pedestrian,CountryCode,Neighbourhood,Rate,Osm,LonMin,LonMax,LatMin,LatMax,Wikidata,Kinds,Geometry,Otm,Wikipedia,Image,Source,Height,Width,Title,Text,Html,Lon,Lat
Q4107776,Vereshchaginsky Viaduct,Sochi,Краснодарский край,городской округ Сочи,,Россия,354002,,ru,,3h,,0,0,0,0,Q4107776,"bridges,architecture,interesting_places,viaducts",wikidata,https://opentripmap.com/en/card/Q4107776,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%B5%D1%89%D0%B0%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D0%B2%D0%B8%D0%B0%D0%B4%D1%83%D0%BA,https://commons.wikimedia.org/wiki/File:%D0%92%D0%B8%D0%B0%D0%B4%D1%83%D0%BA_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%92%D0%B5%D1%80%D0%B5%D1%89%D0%B0%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D1%83%D1%8E_%D0%B1%D0%B0%D0%BB%D0%BA%D1%83_01.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/%D0%92%D0%B8%D0%B0%D0%B4%D1%83%D0%BA_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%92%D0%B5%D1%80%D0%B5%D1%89%D0%B0%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D1%83%D1%8E_%D0%B1%D0%B0%D0%BB%D0%BA%D1%83_01.JPG/400px-%D0%92%D0%B8%D0%B0%D0%B4%D1%83%D0%BA_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%92%D0%B5%D1%80%D0%B5%D1%89%D0%B0%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D1%83%D1%8E_%D0%B1%D0%B0%D0%BB%D0%BA%D1%83_01.JPG,267,400,ru:Верещагинский виадук,"Вереща́гинский виаду́к — автомобильный мост над долиной реки Верещагинки, между Центральным и Хостинским районами города Сочи Краснодарского края, Россия. Расположен на федеральной трассе А147 Джубга——Адлер (Курортный проспект).Мост железобетонный арочный. Построен в 1934—1935 годах. Авторы проекта — архитектор Н. Б. Соколов, инженеры Ю. О. Львов, Казак. Длина моста 220 м, ширина 18 м, высота 27 м. Реконструирован в 2001 году.","<p><b>Вереща́гинский виаду́к</b>&nbsp;— автомобильный мост над долиной реки Верещагинки, между Центральным и Хостинским районами города Сочи Краснодарского края, Россия. Расположен на федеральной трассе <span><span><span>А147</span></span></span> Джубга——Адлер (Курортный проспект).</p><p>Мост железобетонный арочный. Построен в 1934—1935 годах. Авторы проекта — архитектор&nbsp;Н.&nbsp;Б.&nbsp;Соколов, инженеры Ю.&nbsp;О.&nbsp;Львов, Казак. Длина моста 220&nbsp;м, ширина 18&nbsp;м, высота 27&nbsp;м. Реконструирован в 2001 году.</p>",39.73384857,43.57327652
Q4146142,Gorky Child Railway,Nizhny Novgorod,Нижегородская область,городской округ Нижний Новгород,Шпальный,Россия,603002,,ru,,3h,,0,0,0,0,Q4146142,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",wikidata,https://opentripmap.com/en/card/Q4146142,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%B0%D1%8F%20%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0%20%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8%20%D0%9C.%20%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE,https://commons.wikimedia.org/wiki/File:%D0%A2%D0%A32-233_%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9_%D0%9D%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/%D0%A2%D0%A32-233_%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9_%D0%9D%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4.jpg/400px-%D0%A2%D0%A32-233_%D0%9D%D0%B8%D0%B6%D0%BD%D0%B8%D0%B9_%D0%9D%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4.jpg,269,400,ru:Горьковская детская железная дорога имени М. Горького,"Горьковская детская железная дорога имени М. Горького — детская железная дорога, расположенная в Канавинском районе Нижнего Новгорода, Россия.Открыта 8 ноября 1939 года.Первоначально проходила также по территории Канавинского, Ленинского и Автозаводского районов, конечной остановкой была платформа Счастливая. Сейчас здание станции Счастливая — памятник архитектуры, в нём располагается Автозаводский Дворец бракосочетаний.Дорога имеет 3 станции и протяжённость главных путей 3,2 км, общая протяжённость — 4,1 км. Колея узкая — 750 мм. В плане представляет собой треугольник. Главная станция — Родина — находится рядом с парком имени 1 Мая. Сезон начинается 1 июня и заканчивается 29 августа.","<p><b>Горьковская детская железная дорога имени М. Горького</b>&nbsp;— детская железная дорога, расположенная в Канавинском районе Нижнего Новгорода, Россия.</p><p>Открыта 8 ноября 1939 года.</p><p>Первоначально проходила также по территории Канавинского, Ленинского и Автозаводского районов, конечной остановкой была платформа Счастливая. Сейчас здание станции Счастливая&nbsp;— памятник архитектуры, в нём располагается Автозаводский Дворец бракосочетаний.</p><p>Дорога имеет 3 станции и протяжённость главных путей 3,2&nbsp;км, общая протяжённость&nbsp;— 4,1&nbsp;км. Колея узкая&nbsp;— 750 мм. В плане представляет собой треугольник. Главная станция&nbsp;— Родина&nbsp;— находится рядом с парком имени 1 Мая. Сезон начинается 1 июня и заканчивается 29 августа.</p>",43.93345642,56.30815125
Q4163232,Shevchenko Drama Theatre in Dnipro,Dnipropetrovsk,Дніпропетровська область,Дніпровська міська рада,,Україна,49101,,ua,,3,,0,0,0,0,Q4163232,"theatres_and_entertainments,cultural,interesting_places,other_theatres",wikidata,https://opentripmap.com/en/card/Q4163232,https://uk.wikipedia.org/wiki/%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%B0%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D1%96%D1%87%D0%BD%D0%B8%D0%B9%20%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%BC%D1%83%D0%B7%D0%B8%D1%87%D0%BD%D0%BE-%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B8%D0%B9%20%D1%82%D0%B5%D0%B0%D1%82%D1%80%20%D1%96%D0%BC%D0%B5%D0%BD%D1%96%20%D0%A2%D0%B0%D1%80%D0%B0%D1%81%D0%B0%20%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%B0,https://commons.wikimedia.org/wiki/File:%D0%91%D1%83%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA_%D0%A2%D0%B5%D0%B0%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE-%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B7%D0%B0%D0%BB%D1%83%2C_%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D1%8C%D0%BA.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/%D0%91%D1%83%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA_%D0%A2%D0%B5%D0%B0%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE-%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B7%D0%B0%D0%BB%D1%83%2C_%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D1%8C%D0%BA.jpg/400px-%D0%91%D1%83%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA_%D0%A2%D0%B5%D0%B0%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE-%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B7%D0%B0%D0%BB%D1%83%2C_%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D1%8C%D0%BA.jpg,265,400,uk:Дніпровський академічний український музично-драматичний театр імені Тараса Шевченка,Дніпр́овський націона́льний академі́чний украї́нський музи́чно-драмати́чний теа́тр і́мені Т. Г. Шевче́нка — перший державний театр України. Заснований 1918 року у Києві як перший професійний театр України. При заснуванні називався Державним драматичним театром.,<p><b>Дніпр́овський націона́льний академі́чний украї́нський музи́чно-драмати́чний теа́тр і́мені Т.&nbsp;Г.&nbsp;Шевче́нка</b>&nbsp;— перший державний театр України. Заснований 1918 року у Києві як перший професійний театр України. При заснуванні називався Державним драматичним театром.</p>,35.04370117,48.46823883
Q4165384,The Rainis and Aspazija House,Riga,Vidzeme,,Centrs,Latvija,LV-1010,,lv,,3,,0,0,0,0,Q4165384,"museums,cultural,interesting_places,other_museums",wikidata,https://opentripmap.com/en/card/Q4165384,https://lv.wikipedia.org/wiki/Rai%C5%86a%20un%20Aspazijas%20m%C4%81ja,https://commons.wikimedia.org/wiki/File:Rai%C5%86a_un_Aspazijas_m%C4%81ja.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Rai%C5%86a_un_Aspazijas_m%C4%81ja.jpg/400px-Rai%C5%86a_un_Aspazijas_m%C4%81ja.jpg,267,400,lv:Raiņa un Aspazijas māja,"Raiņa un Aspazijas māja ir Raiņa un Aspazijas muzeja struktūrvienība Baznīcas ielā 30 Rīgā. Muzejs atvērts kopš 1993. gada.Muzejs atrodas Rīgas centrā divstāvu koka ēkā, kas uzcelta 1878. gadā. Šo māju Rainis un Aspazija iegādājās 1924. gadā, bet iekārtojās vienā no tās dzīvokļiem tikai 1926. gada 15. septembrī. Rainis šajā dzīvoklī nodzīvoja līdz pat savai nāvei, bet Aspazija 1933. gada pavasarī pārcēlās uz jaunu dzīvesvietu.","<p><b>Raiņa un Aspazijas māja</b> ir Raiņa un Aspazijas muzeja struktūrvienība Baznīcas ielā 30 Rīgā. Muzejs atvērts kopš 1993. gada.</p><p>Muzejs atrodas Rīgas centrā divstāvu koka ēkā, kas uzcelta 1878. gadā. Šo māju Rainis un Aspazija iegādājās 1924. gadā, bet iekārtojās vienā no tās dzīvokļiem tikai 1926.&nbsp;gada 15.&nbsp;septembrī. Rainis šajā dzīvoklī nodzīvoja līdz pat savai nāvei, bet Aspazija 1933. gada pavasarī pārcēlās uz jaunu dzīvesvietu.</p>",24.12439919,56.9592514
Q42524020,Dimitrie Sturdza House,Bucharest,Municipiul București,Sector 1,,România,10332,,ro,,3h,,0,0,0,0,Q42524020,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",wikidata,https://opentripmap.com/en/card/Q42524020,https://en.wikipedia.org/wiki/Dimitrie%20Sturdza%20House,https://commons.wikimedia.org/wiki/File:Frontal_view_of_the_D.A._Sturdza_House_from_Bucharest_%28Romania%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Frontal_view_of_the_D.A._Sturdza_House_from_Bucharest_%28Romania%29.jpg/400px-Frontal_view_of_the_D.A._Sturdza_House_from_Bucharest_%28Romania%29.jpg,196,400,en:Dimitrie Sturdza House,"The Dimitrie Sturdza House (Romanian: Casa Dimitrie Sturdza, Romanian pronunciation: [diˈmitri.e ˈsturza] (listen)) is a house with historical value, located in Bucharest, Romania, on Arthur Verona Street, no. 13-15. The house belonged to Dimitrie Sturdza (1833-1914), historian, economist, Romanian Academy member and the prime minister of Romania. Today it houses the bookshop Cărturești Verona.","<p>The <b>Dimitrie Sturdza House</b> (Romanian: <i>Casa Dimitrie Sturdza</i>, <small>Romanian pronunciation:&nbsp;</small><span title=""Representation in the International Phonetic Alphabet (IPA)"">[diˈmitri.e ˈsturza]</span> <span>(<span><span><span></span>listen</span></span>)</span>) is a house with historical value, located in Bucharest, Romania, on Arthur Verona Street, no. 13-15. The house belonged to Dimitrie Sturdza (1833-1914), historian, economist, Romanian Academy member and the prime minister of Romania. Today it houses the bookshop Cărturești Verona.</p>",26.09944344,44.44289017
Q42559804,"84 Poshtovyi Avenue, Kryvyi Rih",Kryvyi Rih,Дніпропетровська область,Центрально-Міський район,Старе місто,Україна,50000,,ua,,3h,,0,0,0,0,Q42559804,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",wikidata,https://opentripmap.com/en/card/Q42559804,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D0%B4%D1%96%D0%B2%D0%BB%D1%8F%20%D0%BA%D1%80%D0%B8%D0%B2%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97%20%D0%B7%D0%B0%D0%B3%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BE%D1%81%D0%B2%D1%96%D1%82%D0%BD%D1%8C%D0%BE%D1%97%20%D1%88%D0%BA%D0%BE%D0%BB%D0%B8%20%E2%84%9621,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%BE%D1%81%D0%BF%D0%B5%D0%BA%D1%82_%D0%9A%D0%B0%D1%80%D0%BB%D0%B0_%D0%9C%D0%B0%D1%80%D0%BA%D1%81%D0%B0%2C_84_03.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/%D0%9F%D1%80%D0%BE%D1%81%D0%BF%D0%B5%D0%BA%D1%82_%D0%9A%D0%B0%D1%80%D0%BB%D0%B0_%D0%9C%D0%B0%D1%80%D0%BA%D1%81%D0%B0%2C_84_03.JPG/300px-%D0%9F%D1%80%D0%BE%D1%81%D0%BF%D0%B5%D0%BA%D1%82_%D0%9A%D0%B0%D1%80%D0%BB%D0%B0_%D0%9C%D0%B0%D1%80%D0%BA%D1%81%D0%B0%2C_84_03.JPG,400,300,uk:Будівля криворізької загальноосвітньої школи №21,"Будівля школи, в якій навчався Герой Радянського Союзу Юрій Мойсейович Должанський, — споруда, взята на облік як пам'ятка у 1970 р. Розташована у Центрально-Міському районі Кривого Рогу, проспект Поштовий, 84, колишня СШ № 21, нині — «Міжшкільне навчально-виробниче об'єднання».У кінці серпня 1935 р. було завершено будівництво школи (№ 21) на вул. К. Маркса (Поштова), у зв'язку з чим було приурочено відкриття шкільного базару.","<p><b>Будівля школи, в якій навчався Герой Радянського Союзу Юрій Мойсейович Должанський</b>,&nbsp;— споруда, взята на облік як пам'ятка у 1970&nbsp;р. Розташована у Центрально-Міському районі Кривого Рогу, проспект Поштовий, 84, колишня СШ №&nbsp;21, нині&nbsp;— «Міжшкільне навчально-виробниче об'єднання».</p><p>У кінці серпня 1935&nbsp;р. було завершено будівництво школи (№&nbsp;21) на вул. К. Маркса (Поштова), у зв'язку з чим було приурочено відкриття шкільного базару.</p>",33.35111237,47.9141655
Q42757565,Madrasa of Tirana,Tirana,Shqipëria qendrore,Bashkia Tiranë,Njësia Bashkiake Nr. 8,Shqipëria,1001,,al,Medreseja,3h,,0,0,0,0,Q42757565,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",wikidata,https://opentripmap.com/en/card/Q42757565,https://sq.wikipedia.org/wiki/Medreseja%20%28Tiran%C3%AB%29,https://commons.wikimedia.org/wiki/File:Madrasa_of_Tirana_-_Albania.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Madrasa_of_Tirana_-_Albania.jpg/400px-Madrasa_of_Tirana_-_Albania.jpg,266,400,sq:Medreseja (Tiranë),"Medreseja e Tiranës ""H. Mahmud Dashi"" ose Medreseja e Lartë është një monument i trashëgimisë kulturore në rrethin e Tiranës, në qarkun e Tiranës, Shqipëri ndërtuar në viti 1931 në të ashtuquajturin stili “ndërkombëtraë”, ku ka futje të stileve të ndryshme arkitektonike. Ky monument është i llojit ""Arkitekture"", i miratuar me numër ""122 më 05.03.2007"". Kjo është një ndertimi arsimore e Komunitetit Mysliman (Komuniteti në Tiranë).Instituti i Monumenteve të Kulturës","<p><b>Medreseja e Tiranës ""H. Mahmud Dashi""</b> ose <b>Medreseja e Lartë</b> është një monument i trashëgimisë kulturore në rrethin e Tiranës, në qarkun e Tiranës, Shqipëri ndërtuar në viti 1931 në të ashtuquajturin stili “ndërkombëtraë”, ku ka futje të stileve të ndryshme arkitektonike. Ky monument është i llojit ""Arkitekture"", i miratuar me numër ""<i>122 më 05.03.2007</i>"". Kjo është një ndertimi arsimore e Komunitetit Mysliman (Komuniteti në Tiranë).</p><ul><li>Instituti i Monumenteve të Kulturës</li></ul>",19.8263607,41.33872223
Q4292385,Ar-Rahim mosque,Ufa,Башкортостан,городской округ Уфа,Зелёная Роща,Россия,450000,,ru,,3,,0,0,0,0,Q4292385,"religion,mosques,interesting_places",wikidata,https://opentripmap.com/en/card/Q4292385,https://ru.wikipedia.org/wiki/%D0%90%D1%80-%D0%A0%D0%B0%D1%85%D0%B8%D0%BC%20%28%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C%29,https://commons.wikimedia.org/wiki/File:%D0%A1%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE_%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D0%B8_%D0%A1%D0%B0%D0%BB%D0%B0%D0%B2%D0%B0%D1%82%D0%B0_%D0%AE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B0.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/%D0%A1%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE_%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D0%B8_%D0%A1%D0%B0%D0%BB%D0%B0%D0%B2%D0%B0%D1%82%D0%B0_%D0%AE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B0.JPG/400px-%D0%A1%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE_%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D0%B8_%D0%A1%D0%B0%D0%BB%D0%B0%D0%B2%D0%B0%D1%82%D0%B0_%D0%AE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B0.JPG,225,400,ru:Ар-Рахим (мечеть),"Соборная мечеть «Ар-Рахим» (башк. Әр-Рәхим мәсете) — строящаяся мечеть в столице Башкортостана городе Уфе, на пересечении проспекта Салавата Юлаева и Коммунистической улицы. Мечеть заложена в честь 450-летия вхождения Башкирии в состав России. Ожидается, что на момент завершения строительства станет крупнейшей мечетью России и, как сообщается, всей Европы, однако будет являться таковой не по всем показателям.","<p><b>Соборная мечеть «Ар-Рахим»</b> (башк. <span lang=""ba"">Әр-Рәхим мәсете</span>)&nbsp;— строящаяся мечеть в столице Башкортостана городе Уфе, на пересечении проспекта Салавата Юлаева и Коммунистической улицы. Мечеть заложена в честь 450-летия вхождения Башкирии в состав России. Ожидается, что на момент завершения строительства станет крупнейшей мечетью России и, как сообщается, всей Европы, однако будет являться таковой не по всем показателям.</p>",55.96611023,54.71722412
Q4304526,Oskara Kalpaka-broen,Liepāja,Kurzeme,,Karosta,Latvija,LV-3405,,lv,,3,,0,0,0,0,Q4304526,"architecture,bridges,interesting_places,moveable_bridges",wikidata,https://opentripmap.com/en/card/Q4304526,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%81%D1%82%20%D0%9E%D1%81%D0%BA%D0%B0%D1%80%D0%B0%20%D0%9A%D0%B0%D0%BB%D0%BF%D0%B0%D0%BA%D0%B0,https://commons.wikimedia.org/wiki/File:Kalpaka_tilts_0.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Kalpaka_tilts_0.JPG/400px-Kalpaka_tilts_0.JPG,156,400,ru:Мост Оскара Калпака,"Мост Оскара Калпака — поворотный мост в Лиепае, технический памятник, один из старейших мостов с металлическими конструкциями на территории Лиепаи и всей Латвии.","<p><b>Мост Оскара Калпака</b>&nbsp;— поворотный мост в Лиепае, технический памятник, один из старейших мостов с металлическими конструкциями на территории Лиепаи и всей Латвии.</p>",21.00455475,56.54508209
Q43049616,Old Prefecture of Târgu Mureș,Târgu Mureş,,Mureș,,România,540064,,ro,,3h,,0,0,0,0,Q43049616,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",wikidata,https://opentripmap.com/en/card/Q43049616,https://ro.wikipedia.org/wiki/Prefectura%20Veche%20din%20T%C3%A2rgu%20Mure%C8%99,https://commons.wikimedia.org/wiki/File:RO_MS_Str_Bolyai_nr_5_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/RO_MS_Str_Bolyai_nr_5_%282%29.jpg/400px-RO_MS_Str_Bolyai_nr_5_%282%29.jpg,300,400,ro:Prefectura Veche din Târgu Mureș,"Prefectura Veche sau Casa Scaunului (în maghiară Régi vármegyeháza) este un monument istoric aflat pe Piața Bolyai din Târgu Mureș în care au funcționat sediile Scaunului Mureș și Comitatului Mureș-Turda, iar azi adăpostește un centru de creație artistică. În Repertoriul Arheologic Național, monumentul apare cu codul 114328.20.","<p><b>Prefectura Veche</b> sau <b>Casa Scaunului</b> (în maghiară <span lang=""hu"">Régi vármegyeháza</span>) este un monument istoric aflat pe Piața Bolyai din Târgu Mureș în care au funcționat sediile Scaunului Mureș și Comitatului Mureș-Turda, iar azi adăpostește un centru de creație artistică. În Repertoriul Arheologic Național, monumentul apare cu codul 114328.20.</p>",24.56439972,46.54380035
Q4306046,Музей-квартира Бориса Ручьёва,Magnitogorsk,Челябинская область,Магнитогорский городской округ,,Россия,455023,,ru,,3h,,0,0,0,0,Q4306046,"museums,cultural,interesting_places,other_museums",wikidata,https://opentripmap.com/en/card/Q4306046,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B7%D0%B5%D0%B9-%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80%D0%B0%20%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%B0%20%D0%A0%D1%83%D1%87%D1%8C%D1%91%D0%B2%D0%B0,https://commons.wikimedia.org/wiki/File:%D0%94%D0%BE%D0%BC%2C_%D0%B2_%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D0%BE%D0%BC_%D0%B6%D0%B8%D0%BB_%D0%BF%D0%BE%D1%8D%D1%82_%D0%91.%D0%90._%D0%A0%D1%83%D1%87%D1%8C%D0%B5%D0%B2_%28%D0%9C%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/%D0%94%D0%BE%D0%BC%2C_%D0%B2_%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D0%BE%D0%BC_%D0%B6%D0%B8%D0%BB_%D0%BF%D0%BE%D1%8D%D1%82_%D0%91.%D0%90._%D0%A0%D1%83%D1%87%D1%8C%D0%B5%D0%B2_%28%D0%9C%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%29.JPG/400px-%D0%94%D0%BE%D0%BC%2C_%D0%B2_%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D0%BE%D0%BC_%D0%B6%D0%B8%D0%BB_%D0%BF%D0%BE%D1%8D%D1%82_%D0%91.%D0%90._%D0%A0%D1%83%D1%87%D1%8C%D0%B5%D0%B2_%28%D0%9C%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA%29.JPG,267,400,ru:Музей-квартира Бориса Ручьёва,"Музей-квартира Бориса Ручьёва — мемориальный музей поэта Бориса Ручьёва, являющийся литературным отделом Магнитогорского краеведческого музея. Содержит экспозиции, посвящённые жизни и творчеству Бориса Ручьёва, а также истории и сегодняшнему дню литературной жизни Магнитогорска.Расположенный по последнему адресу проживания поэта, музей-квартира Бориса Ручьёва является первым мемориальным музеем Челябинской области, а также единственным литературным музеем на Южном Урале.","<p><b>Музей-квартира Бориса Ручьёва</b>&nbsp;— мемориальный музей поэта Бориса Ручьёва, являющийся литературным отделом Магнитогорского краеведческого музея. Содержит экспозиции, посвящённые жизни и творчеству Бориса Ручьёва, а также истории и сегодняшнему дню литературной жизни Магнитогорска.</p><p>Расположенный по последнему адресу проживания поэта, музей-квартира Бориса Ручьёва является первым мемориальным музеем Челябинской области, а также единственным литературным музеем на Южном Урале.</p>",58.9849205,53.41196823
Q4343115,Памятник Владимиру Ленину (Сочи),Sochi,Краснодарский край,городской округ Сочи,,Россия,,,ru,,3h,,0,0,0,0,Q4343115,"historic,monuments_and_memorials,interesting_places,monuments",wikidata,https://opentripmap.com/en/card/Q4343115,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D1%83%20%28%D0%A1%D0%BE%D1%87%D0%B8%29,https://commons.wikimedia.org/wiki/File:%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B2_%D0%A1%D0%BE%D1%87%D0%B8_-_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B2_%D0%A1%D0%BE%D1%87%D0%B8_-_1.jpg/300px-%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B2_%D0%A1%D0%BE%D1%87%D0%B8_-_1.jpg,400,300,ru:Памятник Ленину (Сочи),"Па́мятник Влади́миру Ильичу́ Ле́нину — памятник основателю первого в мире социалистического государства В. И. Ленину.Находится в центре города с западной стороны площади Искусств в Центральном районе города Сочи, Краснодарский край, Россия.Памятник открыт 22 апреля 1957 года к 40-летию Великой Октябрьской социалистической революции и дню рождения основателя советского государства. Скульптор — З. М. Виленский, архитектор — Л. В. Руднев. Скульптура сделана из бронзы. В опущенной руке — свёрнутая газета «Правда». В парке вокруг памятника посажено более 70 пальм, свыше 2000 кустов роз, 30 гималайских кедров и 4000 кустов самшита.","<p><b>Па́мятник Влади́миру Ильичу́ Ле́нину</b>&nbsp;— памятник основателю первого в мире социалистического государства В.&nbsp;И.&nbsp;Ленину.</p><p>Находится в центре города с западной стороны площади Искусств в Центральном районе города Сочи, Краснодарский край, Россия.</p><p>Памятник открыт 22 апреля 1957 года к 40-летию Великой Октябрьской социалистической революции и дню рождения основателя советского государства. Скульптор&nbsp;— З. М. Виленский, архитектор&nbsp;— Л. В. Руднев. Скульптура сделана из бронзы. В опущенной руке — свёрнутая газета «Правда». В парке вокруг памятника посажено более 70 пальм, свыше 2000 кустов роз, 30 гималайских кедров и 4000 кустов самшита.</p>",39.72691727,43.57738495
